year,month,day,hour,location,stateOrProvince,country,continent,title,description,locale,duration,evidenceAndSpecialEffectsFlags,typeOfUfoCraftFlags,latitude,apparentUfoOccupantActivitiesFlags,placesVisitedAndThingsAffectedFlags,elevation,miscellaneousDetailsFlags,relativeAltitude,longitude,locationFlags,ref,refIndex,strangeness,credibility,miscellaneousFlags,aliensMonstersFlags
1975,4,4,21,"ELIZABETHTOWN,NC",North Carolina,USA,North America,COP W/BINOCS,"BIG GLOW/60 MIN
MNVRS SLOWLY
NFD
 swamp gas?",Forest,60,NA,Nightlights,34.61,NA,NA,26,Other government agencies,NA,78.61,"Map, Ground, Civilian, High quality observer(s)",51,0,4,10,"Misidentification, Wave",No occupant
1984,5,6,22,"WILLISTON,FL",Florida,USA,North America,HUM,"DOGS HIDE/PENS+CRY
AREA TURNS RED
SCR 20'OVHD
HEAT",Town & city,1,NA,Saucer,29.37,Ray,Animals affected,23,Sound,NA,82.44,"Map, Ground, Civilian",200,111,7,6,NA,No occupant
1966,11,19,NA,"VLIERZELE,BELG",Belgium,"Belgium, Netherlands and Luxembourg",Western Europe,BANG!,"GRN FBL APPEARS BHND CAR
18NOV68 GRN FBL HITS 2 SEP.CARS",Road + rails,1,Technical,"Probe, Fireball",50.91,NA,NA,NA,Sound,NA,-3.91,"Map, Ground, Civilian",186,23,6,8,Oddity,No occupant
1947,7,4,21,"DELAWARE,OH",Ohio,USA,North America,FARMER+AAA OFFICIAL,"5 REDDISH SCRS >>W FAST
S/L TRAJ",Farmlands,1,NA,Saucer,40.3,NA,NA,268,NA,NA,83.07,"Map, Ground, Civilian",187,266,6,7,NA,No occupant
1994,9,3,21,"St.GERVAISE-sur-MARE,FR",HRL,France,Western Europe,1 OBS,"BIG WHT BAR/LITE E>>W
ORG+GRN LITES
/r226#24",Residential,1,NA,Cigar,43.64,NA,NA,NA,NA,NA,-3.06,"Map, Ground, Civilian",194,328,7,6,"News, Wave",No occupant
1969,5,21,NA,"PELOTAS><CAMAGUA,RGS,BRZ",RGS,Brazil,South America,BALL/LITE NR GND,"3 OBS
CAR WONT WORK UNTIL IT GOES",Farmlands,2,Electro-Magnetic Effect,"Nightlights, Fireball",-31.17,NA,Vehicle affected,50,NA,NA,52.17,"Map, Ground, Civilian, High quality observer(s)",79,46,7,8,NA,No occupant
1957,9,1,NA,"LE MARS,IA",Iowa,USA,North America,FLASH/SKY,"2 OBS
CAR LITES+ENGINE QUIT
no obj seen
/r141+/FSRv4#3p13",Town & city,1,Electro-Magnetic Effect,"Nightlights, Fireball",42.79,NA,Vehicle affected,365,NA,NA,96.17,"Map, Ground, Civilian",23,12,3,7,Misidentification,No occupant
2001,4,21,22,"WAYNESVILLE,OH+",Ohio,USA,North America,NMRS SEP.COPS+,"SCR PULSES
2 MORE SHOW
CAR CHASED+
/Kenny Young",Town & city,90,NA,"Saucer, Delta",39.52,"Observation, Ray",Vehicle affected,230,NA,NA,84.07,"Map, Ground, Civilian, High quality observer(s)",170,123,7,8,News,No occupant
1952,7,1,8,"PORT MONMOUTH,NJ",New Jersey,USA,North America,12+OBS/RDR,"2 CGRs/15km alt/5min
>>SW
2nd/0907hrs
/r28p306",Military base,27,Radar,"Cigar, Nightlights",40.41,NA,NA,3,"Military investigation, Blue Book",NA,74.08,"Map, Ground, Coast, Military, Civilian, High quality observer(s)",242,84,6,10,NA,No occupant
1977,1,NA,2,"NAPANEE,ON",Ontario,Canada,North America,3 COPS,"BRITE OBJ HVRS OVR LENNOX HYDRO POWER STn
RED NLT SWOOPS +",Town & city,10,NA,"Nightlights, Probe",44.24,Observation,Building or ANY MANMADE STRUCTURE,80,Other government agencies,NA,76.94,"Map, Ground, Civilian, High quality observer(s)",160,118,6,9,News,No occupant
1952,11,8,NA,"2mi N/BRINSON,GA",Georgia,USA,North America,FARMER,"""LAMPSHADE"" SCR OVR WOODS
ODD NOISE
RISES+GONE",Forest,2,NA,Saucer,31,NA,NA,37,"Military investigation, Blue Book, Sound",NA,84.73,"Map, Ground, Civilian",136,614,6,6,NA,No occupant
1991,4,11,17,"BRASILIA,BRZ",DF,Brazil,South America,26 COPS,"LUMn.OVOID HVRS VRTCL 35M OVR PRISON
VANISHES+REAPPEARS",Town & city,44,Radar,Cigar,-15.8,Observation,Building or ANY MANMADE STRUCTURE,1080,Other government agencies,35,47.64,"Map, Ground, Military, Civilian, High quality observer(s)",105,285,7,10,NA,No occupant
1966,5,1,22,"WATERTOWN,MASS",Massachusetts,USA,North America,4 OBS,LO-FLYING OVOID W/ROTATING COLORED LITES GOES OVR ARSENAL,Military base,2,NA,Saucer,42.38,Observation,"Vehicle affected, Building or ANY MANMADE STRUCTURE",11,NA,NA,71.18,"Map, Ground, Military, Civilian, High quality observer(s)",83,327,6,8,NA,No occupant
1965,9,20,16,"PICHACA,PERU",PUN,Peru,South America,6 80cm OIDS/SCR QUACK like GEESE,"OILY TRACES
/r180p38+/r113p157",Mountains,12,"Traces, Technical",Saucer,-15.97,Conversation,"Dirt, Apparent Landing",3800,NA,0,70.03,"Map, Ground, Civilian",67,122,9,6,NA,Humanoid
1967,12,3,17,"CAPE KAMENNY,RS++",PLR,Russia,Russia and former soviet,AL CREWS++,"LUMn.ROCKET TEST >>E/5km alt
DROPS RED FBL
BEAMS+",Tundra,10,NA,"Cigar, Probe, Fireball",73.08,Ray,Apparent Landing,NA,NA,NA,-74.76,"Map, Ground, Coast, Sea, Airborne, Military, Civilian, High quality observer(s)",194,204,4,12,Misidentification,No occupant
1993,11,17,21,"W/WEEK St MARY,CORNWALL",England,Great Britain and Ireland,Western Europe,MANY SEP.OBS,"VBRITE SLNT 8cm ORB/50' ALT
CROSSES ROAD",Farmlands,20,NA,"Probe, Fireball",50.74,NA,Apparent Landing,15,NA,15,4.53,"Map, Ground, Coast, Civilian, High quality observer(s)",60,297,7,9,"News, Wave",No occupant
1993,2,27,1,"GRAIN VALLEY,MO",Missouri,USA,North America,2+OBS,"DOME SHAPE W/CLRD LITES/UNDERSIDE
CALF MISSING AFTER..",Farmlands,2,NA,Saucer,39,Abduction,Animals affected,297,NA,NA,94.18,"Map, Ground, Civilian, High quality observer(s)",205,1,9,7,NA,No occupant
1990,10,20,18,"NARBONNE+CUXAC+VINASSON,FR",Aude,France,Western Europe,FBLS W>E/SAME TIME on 2 DAYS/ROW,"LOW+SLOW
SPARKS",Town & city,160,NA,Fireball,43.18,NA,NA,NA,NA,NA,-3,"Map, Ground, Civilian, High quality observer(s)",194,304,5,9,NA,No occupant
1990,10,24,NA,"ROSKILDE,DK",DMK,Scandanavian and Finland,Western Europe,HUGE BLUE HEMISPHERE OVR TOWN/4min,"INTENSE LITE
NFD/news rpt",Town & city,4,NA,Saucer,55.63,NA,NA,NA,NA,NA,-12.07,"Map, Ground, Civilian",146,15,6,6,News,No occupant
1843,3,5,1,"BUCHAREST,ROM",Bucharest,Romania,Eastern Europe,SIGNS APPEAR IN SKY,"1=PYRAMIDAL COMET
NOT WEATHER BALLOON",Metropolis,104,NA,"Saucer, Cigar, Delta",44.43,NA,NA,NA,NA,NA,-26.1,"Map, Ground, Military, Civilian, High quality observer(s)",84,222,5,9,NA,No occupant
1960,8,13,23,"E/CORNING,CA",California,USA,North America,2 CHP++,"RDR
SCR/FANTASTIC MNVRS
RED BEAM SCANS SKY+GND
/r103p66",Farmlands,120,"Radar, Electro-Magnetic Effect",Saucer,39.43,"Observation, Ray","Dirt, Vehicle affected",84,"Military investigation, Blue Book",NA,122.06,"Map, Ground, Civilian, High quality observer(s)",242,170,7,10,Wave,No occupant
1956,5,~28,23,"La PORTE,IN",Indiana,USA,North America,1/NEW CAR,"RADIO+LITES EME
MOON CLRD OBJ SCANS GROUND/IR LIGHT?",Road + rails,1,"Electro-Magnetic Effect, Technical",Saucer,41.6,"Observation, Ray","Dirt, Plants affected or sampled",245,NA,300,86.73,"Map, Ground, Civilian",140,718,6,6,NA,No occupant
1952,7,29,23,"AIN TEDELES,ALG",ORA,Algeria,Northern and Northwest Africa,MANY OBS,"CLASSIC SCR BLOWS WHT SMOKE OVR TOWN/1min
>>S",Coastlands,1,NA,Saucer,36,NA,NA,NA,"Government Security Agency involvement, Other government agencies, Camouflage",NA,-0.26,"Map, Ground, Coast, Civilian, High quality observer(s)",26,120,6,11,NA,No occupant
1975,12,8,17,"PALAIS-sur-VIENNE,FR",HVN,France,Western Europe,2/CAR,"HUGE FBL by HT LINES
VANISHES/SECONDS
/FSR v12#8",Road + rails,1,NA,Fireball,45.87,NA,NA,NA,NA,NA,-1.33,"Map, Ground, Civilian",194,152,5,7,"News, Misidentification",No occupant
1930,7,25,NA,"KARDHITSA,GREECE",Greece,Greece and Island nations,Western Europe,NEWS Rpt,"SLNT METALLIC DISK/2km alt FLIES OVHD
NFD",Town & city,2,NA,Saucer,39.38,NA,NA,NA,NA,NA,-21.96,"Map, Ground, Civilian",177,142,6,7,News,No occupant
1966,1,23,NA,"COOKTOWN,TULLY,QL,AUS",QLD,Australia,Oceania,MORE UFO NESTS/SYDNEY SUN HERALD,"CRUSHED REEDS
/r246p131",Wetlands,1,Traces,Saucer,-17.92,NA,Apparent Landing,NA,NA,NA,-145.86,"Map, Ground, Coast, Civilian, High quality observer(s)",4,52,5,8,NA,No occupant
1977,6,9,21,"Mt.CARMEL,IL",Illinois,USA,North America,2/CAR,"NLTS
SPLIT
MANY SEP.OBS
SLVR SCR TAKES OFF/2215hrs",Farmlands,90,NA,"Saucer, Nightlights",38.41,NA,Apparent Landing,137,NA,NA,87.77,"Map, Ground, Civilian, High quality observer(s)",237,60,6,9,NA,No occupant
1969,2,9,NA,"UBATUBA,BRZ",SPL,Brazil,South America,SVRL OBS,"OBJ HVRS/10min
SHOOTS BEAMS
ROTATES
UP FAST",Town & city,10,NA,Saucer,-23.42,NA,NA,1,NA,NA,45.1,"Map, Ground, Coast, Civilian, High quality observer(s)",156,5,6,8,News,No occupant
1998,5,31,1,"COLLINSVALE,TASM",TSM,Australia,Oceania,FLASH/3 sec intervals,"TRIANGLE HVRs OUTSIDE
SQR LITES/BOTTOM",Residential,2,NA,Delta,-42.83,NA,NA,NA,NA,NA,-147.19,"Map, Ground, Civilian",240,184,6,6,NA,No occupant
1984,5,5,2,"PIEDMONT,SC",South Carolina,USA,North America,2 OBS,"LOUD PULSING SOUND
OVOID 750'alt
DOGS HOWL MADLY
/MJ#195",Residential,2,NA,"Saucer, Cigar",34.7,NA,Animals affected,250,Sound,230,82.47,"Map, Ground, Civilian",200,111,6,7,NA,No occupant
1990,11,5,19,"VERT-le-GRANDE,FR",ESN,France,Western Europe,DRK BLUNTED CGR HVRS OVR FLD,"3+1M BEAMS /PLANTS
/r238p103",Farmlands,2,NA,Cigar,48.58,"Observation, Ray",Plants affected or sampled,NA,NA,NA,-2.36,"Map, Ground, Civilian",194,303,7,6,Wave,No occupant
1896,11,29,19,"TULARE+DELANO,CA",California,USA,North America,100+OBS,"AIRSHIP
DESCENDS
RISES
SHOOTS >>W TWRD HANFORD,CA",Farmlands,5,Historical,Cigar,36.2,NA,NA,288,NA,NA,119.34,"Map, Ground, Civilian, High quality observer(s)",128,23,6,12,"News, Wave",No occupant
1954,11,8,16,"CHAUNAY,FR",VNN,France,Western Europe,2 GIRLS,"SQUAT 1M GLASS CYL W/NECK TO SIDE
LANDING TRACES
/LDLN#325",Farmlands,1,"Traces, Technical",Cigar,46.21,NA,"Dirt, Apparent Landing",NA,NA,NA,-0.17,"Map, Ground, Civilian",217,129,8,6,"News, Hoax, Oddity",No occupant
1954,11,2,6,"VIOMENIL+THOLLOY,FR",Vosges,France,Western Europe,SVRL SEP.OBS,"GRN DISK LANDS
NO TRACES
SEP.SCR>>W
/LDLN#325",Farmlands,10,NA,Saucer,48.09,NA,Apparent Landing,NA,NA,NA,-6.19,"Map, Ground, Civilian, High quality observer(s)",217,125,7,9,"News, Wave",No occupant
1954,10,4,NA,"LAGRASSE,FR",Aude,France,Western Europe,TRUCKERS/D3,"LUM UFO LANDS
BURST/LITE/TAKEOFF
type unk
/LDLN#102",Pasture,10,NA,"Saucer, Cigar",43.1,NA,Apparent Landing,NA,NA,NA,-2.62,"Map, Ground, Civilian",30,115,7,7,NA,No occupant
1987,7,NA,3,"GOLDEN LAKE,ON",Ontario,Canada,North America,SVRL CAMPERS,SLO NLT HVRS+ZIGZAGS REPEATEDLY/15min,Forest,15,NA,Nightlights,45.6,NA,NA,168,NA,NA,77.17,"Map, Ground, Civilian, High quality observer(s)",252,109,5,8,NA,No occupant
1989,3,25,15,MARS,PHB,Mars,Space,SOV PHOBOS-2 PROBE PHOTOS 25km-LONG UFO nr PHOBOS,"SHADOED/MARS
PROBE DIES",Space,1,"Photos, Electro-Magnetic Effect, Technical",Cigar,90,NA,Vehicle affected,NA,NA,NA,0,"Airborne, Military, Civilian, High quality observer(s)",95,85,13,12,"Scientist, News",No occupant
1953,10,31,19,"LOGANSVILLE,OHIO",Ohio,USA,North America,HUGE FERRIS WHEEL/MANY LITES',"30cm/arms length
>>W
TURNS>>S",Farmlands,1,NA,Saucer,40.33,NA,NA,309,"Military investigation, Blue Book",NA,83.91,"Map, Ground, Civilian, High quality observer(s)",137,339,7,8,NA,No occupant
1996,1,7,20,"E.CENTRAL NT,AUSTR",NTR,Australia,Oceania,RANCHER,"100'SCR SPINS
25'BOX/BOTTOM DOESNT
130'alt
FOTOS",Pasture,3,"Photos, Radar, Technical",Saucer,-20.5,Sampling,Animals affected,NA,NA,NA,-137.5,"Map, Ground, Civilian",96,160,7,6,NA,No occupant
1980,3,31,NA,"BARI,ITALY",Bari,Italy,Western Europe,SCR W/INTENSE LITE,"2 OBS BURNT
1 UNDR WATCHBAND
1 UNDR BELT BUCKLE",Town & city,1,"Electro-Magnetic Effect, Injuries",Saucer,41.13,Ray,Human affected,NA,NA,NA,-16.89,"Map, Ground, Coast, Civilian",160,151,7,7,NA,No occupant
1954,12,18,3,"RIO DJ,BRZL",RDJ,Brazil,South America,PALACE GUARDS+1000s,"LUMn.OVOID >NE
STOPS+LITES BAY
HVRS/20min
",Metropolis,20,NA,"Saucer, Fireball",-22.92,NA,NA,10,NA,NA,43.2,"Map, Ground, Coast, Military, Civilian, High quality observer(s)",210,691,6,13,NA,No occupant
1995,3,19,19,"MOBILE,AL",Alabama,USA,North America,2+KIDS,"DRK OBJ>OVHD
LANDS ON LAWN
TYPE UNK
LITES FLASH/HOUSE 20MAR",Residential,1,NA,Probe,30/07/2017,NA,Apparent Landing,5,NA,0,88.07,"Map, Ground, Coast, Civilian, High quality observer(s)",220,121,6,8,NA,No occupant
1977,~1,NA,NA,"COVELO,CA",California,USA,North America,7 MUT'd CATTLE SINCE NOV76,"""LOOKS LIKE SOMEONE WANTED THEM FOUND""",Pasture,0,"Traces, Injuries",No UFO,39.79,"Abduction, Operations",Animals affected,426,NA,NA,123.24,"Map, Ground, Civilian, High quality observer(s)",7,181,9,10,"Hoax, Oddity",No occupant
1978,4,NA,22,"VAN BUREN,NY",New York,USA,North America,SVRL OBS,"DOG HOWLS
POWER OUTAGE
HUGE SCR RDR-VIS
ELEC.CLOCKS FAST",Residential,15,"Radar, Electro-Magnetic Effect",Saucer,42.4,Missing time,"Animals affected, Building or ANY MANMADE STRUCTURE",179,NA,NA,79.34,"Map, Ground, Civilian, High quality observer(s)",160,240,10,9,NA,No occupant
1977,8,10,1,"S/PINHEIRO,BRZ",MRN,Brazil,South America,BOGEA CHASED/DLT,"ABD
SHOWN STRANGE CITY/hrs
TRANSLOCATED
/r123",Rainforest,180,Technical,Delta,-2.6,Abduction,Human affected,42,NA,0,45.08,"Map, Ground, Coast, Civilian",105,100,12,6,Oddity,Figure
1950,3,23,NA,"YUMA,AZ",Arizona,USA,North America,J.McCULLEN,"HUGE SCR HVRS/20K'alt
THEN GOES >>E VFAST
/L.A.TIMES",Desert,2,NA,Saucer,32.71,NA,NA,48,NA,NA,114.6,"Map, Ground, Civilian",134,175,6,6,News,No occupant
1954,1,6,20,WURTSMITH AFB,Michigan,USA,North America,GUARD,"EXTRA MOON HVRS OVR AIRSOCK/16min
EDGE GLOWS
ZIPS AWAY",Military base,16,NA,Saucer,44.43,Observation,NA,193,"Military investigation, Blue Book",NA,83.38,"Map, Ground, Military",138,108,6,6,NA,No occupant
1950,3,21,NA,"RAPID CITY,SDAK",South Dakota,USA,North America,BBK,"2 OBS
MTL SCR MAKES 1mi CIRCLE/2min
SHOOTS STRAIGHT/CLOUD",Town & city,2,NA,Saucer,44.07,Observation,NA,974,"Military investigation, Blue Book",NA,103.21,"Map, Ground, Civilian",134,71,6,7,NA,No occupant
1947,7,NA,~00:30,"JYVASKYLA,FINL",Finland,Scandanavian and Finland,Western Europe,AM.ASTRON+,"MTLC CGR >>SE
FASTER/PLANES
>>S/SEP.OBS",Town & city,1,NA,Cigar,62.23,NA,NA,NA,NA,NA,-25.76,"Map, Civilian, High quality observer(s)",171,164,6,8,NA,No occupant
1988,9,25,4,LAKE DUKHOVO-DALNEGORSK,DAL,Russia,Russia and former soviet,SVRL OBS,"RING/LITE
 W/BRITE OBJ/Ctr
RING DISSIPATES",Mountains,7,Technical,Saucer,44.51,NA,NA,NA,NA,NA,-135.56,"Map, Ground, Coast, Civilian",122,127,7,9,NA,No occupant
1974,9,8,22,"CAUSSES,FR",HRL,France,Western Europe,200M ORG SCR SHOOTS OVR after HEADLITE SIGNALS,NLTS DANCE ALLO/TOWN,Mountains,120,NA,"Saucer, Nightlights, Probe",43.47,"Observation, Ray, Signal","Human affected, Vehicle affected, Building or ANY MANMADE STRUCTURE",NA,NA,NA,-3.09,"Map, Ground, Civilian",194,147,7,11,Wave,No occupant
1977,11,4,16,CENTRAL GREENLAND,CTR,country#11,Oceania,3/AIRLINER,"ROW/7 BRITE OVOIDS
/STEEP ANGLE+GONE
/LDLN#339",In-flight,1,NA,"Saucer, Nightlights",69,NA,NA,2000,NA,NA,40,"Map, Airborne, Civilian, High quality observer(s)",114,150,6,8,NA,No occupant
1978,2,NA,NA,"ERMINGTON,DEVON",England,Great Britain and Ireland,Western Europe,WOMAN SEES BLU SHINING SHAPE/DAYLIGHT,"ABD/5' MEN
/BOAR",Farmlands,60,NA,Saucer,50.36,Abduction,Human affected,68,NA,NA,3.92,"Map, Ground, Coast, Civilian",34,56,8,4,NA,"Humanoid, Pseudo-Human"
1994,8,6,11,"PLATEAU de CAUSSOLS,FR",Alpes Maritimes,France,Western Europe,2/CAR,"1 LRG+2 SML WHT ORBS
1 SCOUTS TREES
OTHERS HOVER",Mountains,1,NA,"Saucer, Probe",43.77,Observation,Plants affected or sampled,NA,NA,NA,-6.92,"Map, Ground, Civilian",194,328,6,7,Wave,No occupant
1973,8,17,22,"SAN ESTEBAN de SASROVIRAS,BARC,SP",Barcelone,Spain,Western Europe,TWO 30cm NLTS OVR ROAD,3rd BEHIND TREE,Road + rails,5,NA,"Nightlights, Probe",41.57,NA,NA,NA,NA,NA,-2.1,"Map, Ground, Civilian",50,42,5,7,NA,No occupant
1962,9,15,17,"ORADELL,NJ",New Jersey,USA,North America,2 BRITE SCRS MNVR+DIVE/RESERVOIR,/MJ#233+/r44p226+/APRO May'63,Farmlands,200,NA,"Saucer, Cigar, Nightlights, Submersible",40.94,"Observation, Sampling",Apparent Landing,27,NA,0,74.03,"Map, Ground, Civilian, High quality observer(s)",24,30,8,10,Wave,No occupant
1950,9,5,10,"BIG RAPIDS,MI",Michigan,USA,North America,2/FARM,"10m SLNT SCR W/LRG RND PORTS FLOATS ovr BARN >SW
drawing",Farmlands,1,NA,Saucer,43.7,Observation,Building or ANY MANMADE STRUCTURE,302,NA,NA,85.48,"Map, Ground, Civilian",134,619,6,6,NA,No occupant
1967,12,26,17,"St.LOUP-des-CHAUMES,FR",CHR,France,Western Europe,NMRS OBS,"FOGGY LENS-SCR/RED TRAIL
SUDDEN 
/r230 v1#3",Town & city,2,NA,Saucer,49.82,NA,NA,NA,Camouflage,NA,-2.39,"Map, Ground, Civilian, High quality observer(s)",194,95,6,9,NA,No occupant
1960,5,13,19,"FORTALEZA,BRZ",CEA,Brazil,South America,SLNT SCR HVRS/EDGE of town,"AF JET CHASES
FAST EVASIVE MNVRs",Town & city,2,NA,Saucer,-3.73,Observation,NA,1,NA,NA,38.51,"Map, Ground, Military, Civilian, High quality observer(s)",195,87,6,7,Wave,No occupant
1974,3,22,23,"VALDEHIJADEROS,SP",SLM,Spain,Western Europe,3 SCRS,"SAME TRUCKER
4 PSH DIG/ROADBANK/TOOLS
/FSR v20#3+4",Road + rails,20,"Radiation, Traces, Technical",Saucer,40.4,"Sampling, Operations","Dirt, Building or ANY MANMADE STRUCTURE, Apparent Landing",NA,NA,NA,5.88,"Map, Ground, Civilian",50,45,10,8,"News, Oddity",Pseudo-Human
1999,4,11,21,"CLYDE,OH",Ohio,USA,North America,2 TEENS,"BRITE WHT SCR W/GRN LITES HVRS
SUDDENLY SHOOTS AWAY XFAST
NFD",Road + rails,1,NA,Saucer,41.3,NA,NA,210,NA,NA,82.97,"Map, Ground, Civilian",170,915,6,5,News,No occupant
1975,9,NA,23,"AIN OUSSERA,ALG",Alger,Algeria,Northern and Northwest Africa,SVRL MIL OBS,"INTENSE MOONSIZE ORB/300M alt
LITES AREA
+LOST",Military base,1,NA,"Saucer, Probe",35.43,Observation,NA,NA,NA,NA,-2.87,"Map, Military, High quality observer(s)",194,316,7,9,NA,No occupant
1987,4,17,23,"SODERBARKE,SWD",Sweden,Scandanavian and Finland,Western Europe,7 OBS,"CLASSIC SCR OVR LAKE
GLOW/BTM
DARKNESS CLOUD ENGULFS ALL",Forest,10,NA,Saucer,60.07,NA,NA,NA,Camouflage,NA,-15.59,"Map, Ground, Civilian",171,0,7,9,Oddity,No occupant
1968,4,25,23,"WAHOO,NE",Nebraska,USA,North America,3 OBS,"CONE-SCR HVRS
AWAY FAST
 BHND HOUSE
2nd OBJ >>NE",Residential,3,NA,Saucer,41.21,NA,Apparent Landing,373,NA,NA,96.62,"Map, Ground, Civilian",210,825,7,7,NA,No occupant
1975,8,17,18,"nr ZVISHAVANE,RHOD",BLW,Zimbabwe & Zambia,Southern Africa,ODD BUS,"1 PASSENGER STANDING
VANISHES/OPEN ROAD!
JUST GONE",Mountains,5,Technical,Delta,-20.26,NA,Apparent Landing,NA,Camouflage,NA,-30.47,"Map, Ground, Civilian",167,114,10,7,"Oddity, Wave",Figure
1958,10,6,10,"CLIFFSIDE PARK,NJ",New Jersey,USA,North America,3 MEN/TREE,"2 SLVR GLOBES CROSS SKY/2x JET-SPEED
seen/2 mins",Residential,2,NA,"Saucer, Probe",40.82,NA,NA,76,NA,NA,73.99,"Map, Ground, Civilian",142,516,6,7,News,No occupant
1949,7,NA,12,"ALEXANDRIA,KY",Kentucky,USA,North America,Ret.TEACHER,"5 CLASSIC MTLC SCRS >S/FILE
LAST 2 TURN SHARPLY >>E",Residential,2,NA,Saucer,38.94,NA,NA,251,NA,NA,84.39,"Map, Ground, Civilian",133,415,6,6,NA,No occupant
1965,8,15,23,"SALTO,URG",SAL,Uruguay,South America,5 OBS,"8Mx3.5M SCR LANDS/ROAD
3 FIGs MOVE INSIDE
UP+AWAY
/r67p42+/r8",Road + rails,5,Electro-Magnetic Effect,Saucer,-31.39,NA,"Vehicle affected, Apparent Landing",52,NA,0,57.94,"Map, Ground, Civilian, High quality observer(s)",113,156,8,8,NA,Figure
1973,10,24,7,"SS WAALEKERK off GENOVA,ITL",GE,Italy,Western Europe,S.M.SAUNDERS,"SPINNING TOP-SCR
sep.obs
NFD",Offshore,1,NA,Saucer,44.24,NA,NA,0,NA,NA,-9,"Map, Coast, Sea, Civilian",231,74,6,7,NA,No occupant
1952,10,5,17,ATLANTIC 5430W-4952N,NAT,Atlantic Ocean + islands,Oceania,SS CARONIA,"Ret NAVY Lt Comm
BRILL.SCR LIKE WELDING TORCH",High seas,1,NA,"Saucer, Nightlights",42.31,NA,NA,0,"Military investigation, Blue Book",NA,55.11,"Map, Sea, Military, Civilian",136,562,6,7,NA,No occupant
1967,3,8,NA,"SHARON SPRINGS,KS",Kansas,USA,North America,MANY+COPS,"14'ORB/12' DISK BENEATH

>>N
/r235p19",Pasture,8,Technical,Saucer,38.9,Observation,NA,753,Other government agencies,NA,101.74,"Map, Ground, Civilian, High quality observer(s)",186,20,8,10,News,No occupant
1958,12,17,0,"THOMPSONVILLE,CT",Massachusetts,USA,North America,COP,"SLNT BLU-GLO OVOID PASSES/1 min
FLAME/REAR
seen widely..",Residential,1,NA,"Saucer, Cigar",41.99,NA,NA,34,Other government agencies,NA,72.6,"Map, Civilian, High quality observer(s)",142,630,6,7,News,No occupant
1957,7,15,11,"JOSHUA TREE,CA",California,USA,North America,12M WINGLESS FLYING FISH >W SLOW/15M alt,FEATURELESS,Desert,2,NA,"Saucer, Cigar",34.13,NA,NA,831,NA,NA,116.31,"Map, Ground, Civilian",141,313,6,6,News,No occupant
1974,10,9,NA,"NUORO,SARDINIA",SRD,Italy,Western Europe,2 AM.ASTRONS FOTO VAGUE OVOID,FOTO SHOWS CLEAR CLASSIC SCR!,Islands,1,Photos,Saucer,40.48,NA,NA,NA,NA,NA,-9.32,"Map, Ground",194,154,6,7,News,No occupant
1968,2,28,NA,"ANGRA do HERIOSMO,AZORES",Azores,Atlantic Ocean + islands,Oceania,3 TOP WEATHERMEN,"""UNNATURAL"" SPHERE/1km ALT/7min",Islands,7,NA,Saucer,38.64,NA,NA,NA,NA,NA,27.23,"Map, Ground, Civilian, High quality observer(s)",190,123,6,9,"Scientist, News",No occupant
1973,2,21,20,"US60 NW/POPLAR BLUFF,MO",Missouri,USA,North America,6/CAR,"NLTS/TREES
UFO LANDS BY ROAD
LITES/SIDE
/r31p6.",Road + rails,20,NA,"Saucer, Cigar, Delta",36.8,NA,Apparent Landing,105,NA,0,90.44,"Map, Ground, Civilian, High quality observer(s)",24,880,7,8,Wave,No occupant
1964,8,29,11,"I10 nr MESQUITE,NM",New Mexico,USA,North America,LRG SCR >>S IN FRONT/Mtns,"4cm/ARMS LENGTH
BANKS /45�",Road + rails,1,NA,Saucer,32.11,NA,NA,1170,NA,NA,106.67,"Map, Ground, Civilian",210,779,6,6,NA,No occupant
1974,11,~1,NA,"BAKERS LAKE/BARRINGTON,ILL",Illinois,USA,North America,DOZENS/OBS,"WINGLESS WHT CGR
SIZE=LOCKHEED 747!",Farmlands,12,NA,Cigar,42.14,NA,NA,252,NA,NA,88.13,"Map, Ground, Civilian, High quality observer(s)",28,443,6,11,NA,No occupant
1965,8,15,23,"SALEM,NH",New Hampshire,USA,North America,CLASSIC SCR W/MAST OVR DOME,"HVRS 30m OVR LAKE 90m AWAY/2 OBS
HUMS",Farmlands,3,NA,Saucer,42.79,NA,NA,40,Sound,30,71.2,"Map, Ground, Civilian",83,321,6,7,NA,No occupant
1995,9,24,20,"BOISE,ID",Idaho,USA,North America,2 SEP.OBS,"BLACK TRIANGLR MASS HVRS+PASSES SLOWLY/20min
NFD",Residential,20,NA,Delta,43.6,NA,NA,822,Camouflage,NA,116.21,"Map, Ground, Civilian",220,121,7,7,NA,No occupant
1956,7,17,21,"WESTOVER AFB,MASS",Massachusetts,USA,North America,OBS=NELSON,"LRG RDR TARGET
180-TURN/5sec
INCREDIBLE ACCELERTN",Military base,4,Radar,Nightlights,42.19,NA,NA,75,"Military investigation, Blue Book",NA,72.52,"Map, Ground, Military",140,275,5,7,NA,No occupant
1970,2,28,NA,"nr CULBERTSON,NE",Nebraska,USA,North America,SCR-SHAPED CRAFT SEEN,"LATER TRACKED/RDR
NFD/source",Farmlands,10,Radar,Saucer,40.23,NA,NA,792,NA,NA,100.84,"Map, Ground, Military, Civilian, High quality observer(s)",38,62,6,8,NA,No occupant
